,Year,Month,Precipitation_mm,Date,Filename
74,2012,3,44.30914692347869,2012-03,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
75,2012,4,24.16481499094516,2012-04,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
76,2012,5,57.18380897305906,2012-05,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
77,2012,6,81.4847785513848,2012-06,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
78,2012,7,30.645018350332975,2012-07,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
79,2012,8,55.650710267946124,2012-08,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
80,2012,9,18.52444406831637,2012-09,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
81,2012,10,26.047952030785382,2012-10,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
82,2012,11,22.380419651744887,2012-11,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
83,2012,12,34.27625996991992,2012-12,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
84,2013,1,78.35031242575496,2013-01,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
85,2013,2,29.67538156080991,2013-02,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
86,2013,3,35.95428785774857,2013-03,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
87,2013,4,17.122843593824655,2013-04,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
88,2013,5,42.506518901791424,2013-05,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
89,2013,6,52.57667431142181,2013-06,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
90,2013,7,59.90045021753758,2013-07,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
91,2013,8,9.274776343954727,2013-08,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
92,2013,9,45.250685268547386,2013-09,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
93,2013,10,46.76788088399917,2013-10,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
94,2013,11,61.43347348552197,2013-11,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
95,2013,12,33.01402896177024,2013-12,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
96,2014,1,10.058563473285176,2014-01,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
97,2014,2,22.839828935684636,2014-02,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
98,2014,3,24.872035556472838,2014-03,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
99,2014,4,50.3927952144295,2014-04,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
100,2014,5,26.05452291900292,2014-05,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
101,2014,6,32.557344215456396,2014-06,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
102,2014,7,76.0109812952578,2014-07,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
103,2014,8,43.07092661038041,2014-08,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
104,2014,9,73.2939069159329,2014-09,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
105,2014,10,48.18759569898248,2014-10,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
106,2014,11,22.93851028662175,2014-11,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
107,2014,12,32.33557540224865,2014-12,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
108,2015,1,24.014638212975115,2015-01,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
109,2015,2,37.62535164132714,2015-02,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
110,2015,3,13.718007341958582,2015-03,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
111,2015,4,86.90455716568977,2015-04,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
112,2015,5,52.41340259090066,2015-05,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
113,2015,6,41.93804858950898,2015-06,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
114,2015,7,13.179255643626675,2015-07,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
115,2015,8,29.739428940229118,2015-08,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
116,2015,9,35.20678826607764,2015-09,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
117,2015,10,19.847528636455536,2015-10,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
118,2015,11,21.419961989158764,2015-11,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
119,2015,12,56.95309331640601,2015-12,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
120,2016,1,26.821181969717145,2016-01,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
121,2016,2,12.466732476605102,2016-02,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
122,2016,3,52.21498345490545,2016-03,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
123,2016,4,33.07835671585053,2016-04,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
124,2016,5,48.22979585733265,2016-05,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
125,2016,6,62.762887543067336,2016-06,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
126,2016,7,58.63527653273195,2016-07,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
127,2016,8,44.20860903337598,2016-08,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
128,2016,9,41.11013553338125,2016-09,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
129,2016,10,53.47639785613865,2016-10,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
130,2016,11,38.87197565054521,2016-11,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
131,2016,12,41.722570289857686,2016-12,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
132,2017,1,37.45484958635643,2017-01,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
133,2017,2,5.932124174432829,2017-02,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
134,2017,3,32.26682923268527,2017-03,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
135,2017,4,47.380617703311145,2017-04,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
136,2017,5,50.53225080482662,2017-05,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
137,2017,6,51.69796629343182,2017-06,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
138,2017,7,48.55587913189083,2017-07,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
139,2017,8,37.004937208257616,2017-08,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
140,2017,9,29.91570287849754,2017-09,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
141,2017,10,43.20042890030891,2017-10,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
142,2017,11,38.21716628735885,2017-11,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
143,2017,12,48.166412324644625,2017-12,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
144,2018,1,26.26129388809204,2018-01,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
145,2018,2,85.2838357212022,2018-02,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
146,2018,3,24.219380866270512,2018-03,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
147,2018,4,53.79382031969726,2018-04,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
148,2018,5,54.413384199142456,2018-05,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
149,2018,6,56.45336885936558,2018-06,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
150,2018,7,61.591314361430705,2018-07,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
151,2018,8,26.59581732004881,2018-08,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
152,2018,9,52.28560329414904,2018-09,pr_be-04_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
