,Year,Month,Temperature_C,Date,Filename
20,2007,9,12.164703,2007-09,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20070101-20071231.nc
21,2007,10,9.312643,2007-10,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20070101-20071231.nc
22,2007,11,2.3102436,2007-11,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20070101-20071231.nc
23,2007,12,0.19494247,2007-12,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20070101-20071231.nc
24,2008,1,-0.08827019,2008-01,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20080101-20081231.nc
25,2008,2,1.9786777,2008-02,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20080101-20081231.nc
26,2008,3,4.9790344,2008-03,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20080101-20081231.nc
27,2008,4,4.117243,2008-04,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20080101-20081231.nc
28,2008,5,9.062473,2008-05,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20080101-20081231.nc
29,2008,6,10.542749,2008-06,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20080101-20081231.nc
30,2008,7,14.262281,2008-07,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20080101-20081231.nc
31,2008,8,17.842562,2008-08,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20080101-20081231.nc
32,2008,9,13.541513,2008-09,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20080101-20081231.nc
33,2008,10,7.1340485,2008-10,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20080101-20081231.nc
34,2008,11,3.2392159,2008-11,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20080101-20081231.nc
35,2008,12,1.8653507,2008-12,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20080101-20081231.nc
36,2009,1,1.7125549,2009-01,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20090101-20091231.nc
37,2009,2,1.993681,2009-02,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20090101-20091231.nc
38,2009,3,2.9741745,2009-03,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20090101-20091231.nc
39,2009,4,8.98011,2009-04,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20090101-20091231.nc
40,2009,5,8.790073,2009-05,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20090101-20091231.nc
41,2009,6,15.075401,2009-06,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20090101-20091231.nc
42,2009,7,15.335268,2009-07,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20090101-20091231.nc
43,2009,8,16.023546,2009-08,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20090101-20091231.nc
44,2009,9,12.514797,2009-09,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20090101-20091231.nc
45,2009,10,7.3257103,2009-10,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20090101-20091231.nc
46,2009,11,2.4819298,2009-11,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20090101-20091231.nc
47,2009,12,-0.93655586,2009-12,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20090101-20091231.nc
48,2010,1,0.029964447,2010-01,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20100101-20101231.nc
49,2010,2,2.2321358,2010-02,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20100101-20101231.nc
50,2010,3,1.509592,2010-03,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20100101-20101231.nc
51,2010,4,6.058174,2010-04,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20100101-20101231.nc
52,2010,5,8.951519,2010-05,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20100101-20101231.nc
53,2010,6,13.2190075,2010-06,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20100101-20101231.nc
54,2010,7,16.841257,2010-07,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20100101-20101231.nc
55,2010,8,15.048546,2010-08,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20100101-20101231.nc
56,2010,9,12.501766,2010-09,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20100101-20101231.nc
57,2010,10,9.140602,2010-10,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20100101-20101231.nc
58,2010,11,1.9841042,2010-11,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20100101-20101231.nc
59,2010,12,4.1805553,2010-12,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20100101-20101231.nc
60,2011,1,2.1320457,2011-01,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20110101-20111231.nc
61,2011,2,0.6894474,2011-02,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20110101-20111231.nc
62,2011,3,-0.31752968,2011-03,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20110101-20111231.nc
63,2011,4,8.178917,2011-04,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20110101-20111231.nc
64,2011,5,8.69865,2011-05,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20110101-20111231.nc
65,2011,6,13.732229,2011-06,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20110101-20111231.nc
66,2011,7,16.106073,2011-07,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20110101-20111231.nc
67,2011,8,14.612864,2011-08,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20110101-20111231.nc
68,2011,9,10.951792,2011-09,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20110101-20111231.nc
69,2011,10,8.18317,2011-10,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20110101-20111231.nc
70,2011,11,4.0494633,2011-11,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20110101-20111231.nc
71,2011,12,-1.2895775,2011-12,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20110101-20111231.nc
72,2012,1,0.0654068,2012-01,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
73,2012,2,1.4014721,2012-02,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
74,2012,3,2.1337776,2012-03,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
75,2012,4,4.967657,2012-04,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
76,2012,5,8.699352,2012-05,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
77,2012,6,14.268646,2012-06,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
78,2012,7,17.851912,2012-07,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
79,2012,8,17.555264,2012-08,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
80,2012,9,14.042452,2012-09,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
81,2012,10,6.1346874,2012-10,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
82,2012,11,4.369377,2012-11,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
83,2012,12,0.8346729,2012-12,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
84,2013,1,-0.6708374,2013-01,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
85,2013,2,-0.41231537,2013-02,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
86,2013,3,3.409357,2013-03,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
87,2013,4,7.0562115,2013-04,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
88,2013,5,8.389549,2013-05,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
89,2013,6,13.278593,2013-06,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
90,2013,7,20.41154,2013-07,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
91,2013,8,19.382526,2013-08,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
92,2013,9,16.5602,2013-09,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
93,2013,10,8.012125,2013-10,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
94,2013,11,1.1885548,2013-11,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
95,2013,12,-4.438221,2013-12,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
96,2014,1,-2.3011951,2014-01,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
97,2014,2,-1.6102962,2014-02,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
98,2014,3,3.4099636,2014-03,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
99,2014,4,5.7339573,2014-04,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
100,2014,5,10.347559,2014-05,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
101,2014,6,16.403372,2014-06,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
102,2014,7,16.363892,2014-07,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
103,2014,8,15.201143,2014-08,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
104,2014,9,15.615664,2014-09,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
105,2014,10,11.364733,2014-10,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
106,2014,11,-0.083566666,2014-11,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
107,2014,12,-0.090379715,2014-12,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
108,2015,1,-1.8893051,2015-01,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
109,2015,2,-4.2353325,2015-02,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
110,2015,3,2.3128815,2015-03,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
111,2015,4,4.168497,2015-04,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
112,2015,5,11.533384,2015-05,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
113,2015,6,12.738661,2015-06,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
114,2015,7,13.402056,2015-07,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
115,2015,8,16.848331,2015-08,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
116,2015,9,12.997852,2015-09,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
117,2015,10,8.150703,2015-10,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
118,2015,11,3.3690739,2015-11,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
119,2015,12,3.0154343,2015-12,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
120,2016,1,-1.7501812,2016-01,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
121,2016,2,0.67666435,2016-02,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
122,2016,3,4.6641083,2016-03,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
123,2016,4,5.342499,2016-04,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
124,2016,5,9.053255,2016-05,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
125,2016,6,11.231874,2016-06,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
126,2016,7,17.284004,2016-07,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
127,2016,8,16.317425,2016-08,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
128,2016,9,15.131348,2016-09,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
129,2016,10,6.817198,2016-10,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
130,2016,11,4.3506603,2016-11,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
131,2016,12,1.1172676,2016-12,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
132,2017,1,1.2800121,2017-01,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
133,2017,2,1.4136848,2017-02,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
134,2017,3,2.926012,2017-03,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
135,2017,4,6.040613,2017-04,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
136,2017,5,13.29307,2017-05,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
137,2017,6,14.935041,2017-06,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
138,2017,7,15.529873,2017-07,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
139,2017,8,19.387344,2017-08,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
140,2017,9,12.405495,2017-09,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
141,2017,10,9.489931,2017-10,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
142,2017,11,2.7140503,2017-11,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
143,2017,12,0.89941216,2017-12,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
144,2018,1,-2.0061798,2018-01,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
145,2018,2,1.8474197,2018-02,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
146,2018,3,3.113964,2018-03,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
147,2018,4,1.4841709,2018-04,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
148,2018,5,6.173912,2018-05,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
149,2018,6,13.5780945,2018-06,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
150,2018,7,15.728895,2018-07,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
151,2018,8,15.705622,2018-08,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
152,2018,9,14.175665,2018-09,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
153,2018,10,8.100887,2018-10,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
154,2018,11,4.5391464,2018-11,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
155,2018,12,3.111824,2018-12,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
156,2019,1,-2.2430496,2019-01,tas_be-04_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20190101-20191231.nc
