,Year,Month,NetRad_Wm-2,Date,Filename
82,2012,11,44.29518,2012-11,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
83,2012,12,27.197435,2012-12,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20120101-20121231.nc
84,2013,1,44.864902,2013-01,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
85,2013,2,67.67955,2013-02,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
86,2013,3,116.932526,2013-03,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
87,2013,4,160.22469,2013-04,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
88,2013,5,174.50623,2013-05,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
89,2013,6,263.2277,2013-06,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
90,2013,7,222.99237,2013-07,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
91,2013,8,188.15776,2013-08,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
92,2013,9,139.01134,2013-09,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
93,2013,10,86.43619,2013-10,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
94,2013,11,41.976456,2013-11,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
95,2013,12,32.726494,2013-12,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20130101-20131231.nc
96,2014,1,39.07962,2014-01,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
97,2014,2,70.102646,2014-02,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
98,2014,3,120.5559,2014-03,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
99,2014,4,169.61426,2014-04,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
100,2014,5,239.21469,2014-05,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
101,2014,6,239.04463,2014-06,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
102,2014,7,230.10458,2014-07,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
103,2014,8,199.94606,2014-08,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
104,2014,9,175.71548,2014-09,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
105,2014,10,98.7189,2014-10,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
106,2014,11,45.14408,2014-11,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
107,2014,12,33.45243,2014-12,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20140101-20141231.nc
108,2015,1,44.109222,2015-01,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
109,2015,2,71.749084,2015-02,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
110,2015,3,99.454834,2015-03,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
111,2015,4,156.14204,2015-04,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
112,2015,5,224.31131,2015-05,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
113,2015,6,229.9232,2015-06,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
114,2015,7,185.69417,2015-07,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
115,2015,8,176.38885,2015-08,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
116,2015,9,143.7966,2015-09,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
117,2015,10,82.49743,2015-10,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
118,2015,11,58.08901,2015-11,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
119,2015,12,34.007915,2015-12,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20150101-20151231.nc
120,2016,1,50.33101,2016-01,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
121,2016,2,84.775696,2016-02,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
122,2016,3,124.55551,2016-03,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
123,2016,4,199.56836,2016-04,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
124,2016,5,206.4928,2016-05,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
125,2016,6,240.20802,2016-06,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
126,2016,7,258.0782,2016-07,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
127,2016,8,218.13309,2016-08,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
128,2016,9,154.32507,2016-09,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
129,2016,10,85.17854,2016-10,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
130,2016,11,49.973343,2016-11,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
131,2016,12,29.538061,2016-12,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20160101-20161231.nc
132,2017,1,46.13459,2017-01,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
133,2017,2,75.96518,2017-02,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
134,2017,3,135.81259,2017-03,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
135,2017,4,149.63542,2017-04,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
136,2017,5,209.21939,2017-05,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
137,2017,6,235.25879,2017-06,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
138,2017,7,233.87439,2017-07,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
139,2017,8,226.52325,2017-08,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
140,2017,9,143.63596,2017-09,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
141,2017,10,87.20111,2017-10,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
142,2017,11,45.203773,2017-11,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
143,2017,12,34.195824,2017-12,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20170101-20171231.nc
144,2018,1,43.192772,2018-01,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
145,2018,2,77.29724,2018-02,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
146,2018,3,134.53006,2018-03,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
147,2018,4,166.65051,2018-04,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
148,2018,5,212.12587,2018-05,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
149,2018,6,204.80585,2018-06,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
150,2018,7,221.512,2018-07,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
151,2018,8,191.70741,2018-08,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
152,2018,9,135.523,2018-09,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
153,2018,10,93.798645,2018-10,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
154,2018,11,50.100918,2018-11,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
155,2018,12,31.917469,2018-12,rsds_be-04_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_RMIB-UGent-ALARO-0_v1_day_20180101-20181231.nc
